"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"49","Statistician needed for an event study (market model) in R","https://www.upwork.com/job/Statistician-needed-for-event-study-market-model_~0128c8a1257aaa8740/","Expert",200,2019-06-04,"Major Deliverables: (1) Conduct an event study on two samples, each ~50firms (Market model with local indexes) (2) Conduct tests for significance and robustness (3) Show, present and (optionally) interpret results: AR, CAR, CAAR, by sample, by country (4) Document steps scientifically (academic thesis style) and hand-over R file, alternatively (less prefered) STATA Minor Deliverables: (1) Easy transformation of data, if necessary, e.g. date format (2) Explain steps in R Preferred freelancer: - Experienced in event study methodology - Experienced in statistics with R, alternatively (less prefered) STATA - Experienced in academic work/writing - Zero-mistake, diligent working style Important Notes: - Data: Available and cleaned (xlsx) - Language: English - Price also depends on expertise level, workload, and quality of work less","Statistics, Academic Writing, Quantitative Finance, R",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"50","Statistical analysis of a data set (n= 1038) including correlations, SEM, PLS, etc.","https://www.upwork.com/job/Statistical-analysis-data-set-1038-including-correlations-SEM-PLS-etc_~01857cfb5699cda654/","Intermediate",40,2019-06-04,"Complete statistical analysis of a data set (n= 1038) including correlations, SEM, PLS, etc. depending on the data.","IBM SPSS, R",NA,"$100+ ","5.00 Stars, based on 1 feedback","France",NA,5,1
"51","Analyse data set for jewelry sales to determine best sellers","https://www.upwork.com/job/Analyse-data-set-for-jewelry-sales-determine-best-sellers_~01096b3e9e104d9f0b/","Entrylevel",80,2019-06-04,"Analyse data set for jewelry sales to determine best sellers (from list of features). I will provide more information on chat.","R",NA,"$8k+ ","4.76 Stars, based on 54 feedbacks","India",NA,4.76,54
"52","need a R programming and Docker expert should be familiar with NGS based analysis","https://www.upwork.com/job/need-programming-and-Docker-expert-should-familiar-with-NGS-based-analysis_~0127e3a50e6f429737/","Intermediate",NA,2019-06-04,"hello everyone, we are looking for someone who have enough experience in DEVopS docker (compulsory) kubernetes (optional) and NGS (next generation sequencing) Bioinformatics analysis and should be very good in R programming. Please out of these there is 2 must have requirements one is R Programming and should be famalier with docker based development work. less","Bioinformatics, DevOps, Docker, Linux System Administration, R",NA,"$0 ","No feedback yet","India",NA,NA,NA
"53","Generate Live Sport events list in Umbraco 8 with Angular (API integration and SignalR hub)","https://www.upwork.com/job/Generate-Live-Sport-events-list-Umbraco-with-Angular-API-integration-and-SignalR-hub_~01d2f795c4f634f497/","Expert",1000,2019-06-04,"Sports-book betting functionalities will be grouped in the following main categories: · Receive fixture information by calling a back-end API · List events in hierarchical format and display event summary and odds information · Update fixture and odds via SignalR An end-user page will be developed using Umbraco, to display the events which are retrieved from provider services. The events will be displayed in the page in a hierarchical, collapsible list. The fixture information is grouped under sports, categories and tournaments hierarchically. ‘Sports’ is used as the highest level of categorisation. ‘Category’ is generic classification term used in betting systems, which at the highest level sub-classifies a particular sport (e.g. for Tennis the categories can be ATP-Tour, WTA-Tour, David Cup etc., for soccer the categories are the various countries). ‘Tournaments’ are a group of competitions, such as ‘Bundesliga’. For this project you can use .net technology for back end and Angular or jQuery for front end. less",".NET Framework, C#, CMS Development, SignalR, Umbraco",NA,"$10k+ ","4.81 Stars, based on 8 feedbacks","United Kingdom",NA,4.81,8
"54","Build a tool to check prices on Walmart and sent alert messages if a change in prices (Python)","https://www.upwork.com/job/Build-tool-check-prices-Walmart-and-sent-alert-messages-change-prices-Python_~01c274fa6d3f6d026c/","Expert",200,2019-06-04,"We need a tool/API to check prices of individual products on e-commerce websites. This tool needs to consistently check the prices and sends emails messages when there is any change in the prices. We need to get this developed asap. The script will check over 5000 products/pages for the Walmart. less","Pandas, Python Numpy, R, Python, Data Entry, Data Scraping, HTML, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"55","BigQuery Attribution Models","https://www.upwork.com/job/BigQuery-Attribution-Models_~01ee615009031672d6/","Expert",NA,2019-06-04,"- using raw session data in big query - create attribution model logic (position based, linear, time decay, etc) - visualize attribution models in Google Data Studio - Create cross/device session stitching logic with lookback, CRM, User ID & Client I ... more","BigQuery, Google Analytics, Data Analytics,    ",NA,"$40k+ ","4.90 Stars, based on 17 feedbacks","United States",NA,4.9,17
"56","R programmer/data scientist needed for test driving a screening test","https://www.upwork.com/job/programmer-data-scientist-needed-for-test-driving-screening-test_~01e4940842dbc0b91a/","Intermediate",50,2019-06-03,"We are looking for an experienced R programmer/data scientist who could test drive our screening exercise that will be used in a hiring process. You will be asked to solve a practical test in an in-browser IDE, and then fill a feedback form in. The ... more","Data Science, R",NA,"$1k+ ","4.99 Stars, based on 26 feedbacks","United Kingdom",NA,4.99,26
"57","Quality of Hire Measurement Analysis and Tableau Dashboard","https://www.upwork.com/job/Quality-Hire-Measurement-Analysis-and-Tableau-Dashboard_~0178d94337c8591b7c/","Intermediate",NA,2019-06-03,"We are looking to do a Quality of Hire analysis of our recent hires. The project would entail defining what a quality hire should look like, attributes to measure and eventual analysis/insights and data visualization.","R, Tableau Software, Python, Data Analytics, Data Visualization, ",NA,"$2k+ ","4.76 Stars, based on 7 feedbacks","United States",NA,4.76,7
"58","Data Analyst Needed for Rebuilding / Updating Data Pipelines","https://www.upwork.com/job/Data-Analyst-Needed-for-Rebuilding-Updating-Data-Pipelines_~01d063f7725a16602a/","Expert",NA,2019-06-03,"Specific to this initial project: Investigate current data pipelines for our existing customer and improve the ETL process to reduce error rates, bugs, and scheduling issues. Tasks: Quickly familiarize yourself with our ETL process Identify and prov ... more","Python, Business Analysis, Data Analytics, Data Science, ",NA,"$3k+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"59","R expert needed to develop several application.","https://www.upwork.com/job/expert-needed-develop-several-application_~01aadf218a642e2ecb/","Expert",NA,2019-06-03,"I will need to hire 1 or more R experts to create a series of application to be run on daily basis. the application will comprise in using multiple CSV files to generate reports. Knowledge of SAS will be plus.","R, SAS, Data Mining",NA,"$1k+ ","5.00 Stars, based on 6 feedbacks","United States",NA,5,6
"60","Optimization Problem: Need someone to solve optimization problem in solver/python/R","https://www.upwork.com/job/Optimization-Problem-Need-someone-solve-optimization-problem-solver-python_~01d3c10a39ce317c33/","Intermediate",50,2019-06-03,"Need to create content allocation sheet, 3 types of content, needs to be optimized for delivery in 5 days. Have more than 500 variables (which can be reduced if you change the model). Need a solution that can be implemented everytime the data changes. less","Python, R, Statistics",NA,"$4k+ ","5.00 Stars, based on 8 feedbacks","India",NA,5,8
"61","Amazon Web Service (AWS) expertise required: EC2, Kinesis, SNS, SQS, RDS expertise required","https://www.upwork.com/job/Amazon-Web-Service-AWS-expertise-required-EC2-Kinesis-SNS-SQS-RDS-expertise-required_~01d1c1336fd9bacba9/","Intermediate",50,2019-06-03,"I need to hire a freelancer with Amazon Web Service (AWS) stack experience. Ideally the freelancer will have to work on rds, s3 buckets, athena, lambda, dynamodb, etc stack. This project requires the freelancer to have aws working experience. Certification is a plus but not mandatory. While applying, please mention your recent works done in aws stack / show me some demo. This is a very urgent post. So please I need immediate help and need to setup the solution. Regards. Mehtanin. less","Amazon EC2, Amazon Relational Database Service, Amazon S3, ",NA,"$100+ ","4.95 Stars, based on 6 feedbacks","United Kingdom",NA,4.95,6
"62","Basic Shiny App","https://www.upwork.com/job/Basic-Shiny-App_~01eea7a97b34a39874/","Intermediate",50,2019-06-03,"I am looking for someone that would add a feature to my basic shiny app. Needed functionalities are: -Ability to choose a folder -read all xlsx files and sheets from folder and list them as dataframe -give user the option to select a dataframe to con ... more","R",NA,"$20+ ","1.90 Stars, based on 1 feedback","United Kingdom",NA,1.9,1
"63","Query price data for a set of stocks in order to conduct some basic statistical analysis.","https://www.upwork.com/job/Query-price-data-for-set-stocks-order-conduct-some-basic-statistical-analysis_~01506484a2c518910c/","Intermediate",NA,2019-06-02,"Create query that can be edited and pulled and which produces some basic statistical conclusions.","Python, Data Analytics, Data Mining, Data Science, Microsoft Excel,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"64","Statistics: running dominance analysis and relative importance analysis on a multi-level model","https://www.upwork.com/job/Statistics-running-dominance-analysis-and-relative-importance-analysis-multi-level-model_~01caf5510885c200af/","Intermediate",NA,2019-06-02,"I am looking for someone to run the following analyses: -Running a 2-level multilevel model where all variables are at level 1. There are six variables and three interactions (A+B+A*B+C+D+C*D+E+F+E*F). The data set is n= ~1000. -Running both relative importance analysis and dominance analysis on that model to compare the impact of each of the six main variables against each other. -Providing the code and results for the analyses (ideally in R). There will be no additional analyses or data exploration needed. less","R, Quantitative Analysis, Statistics",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","United States",NA,5,4
"65","In need of a Python mentor for advanced student.","https://www.upwork.com/job/need-Python-mentor-for-advanced-student_~01275907df72b89153/","Entrylevel",NA,2019-06-02,"I am looking for a mentor/tutor to help me with more advanced Python. Ideally, someone with clean and concise Python expressions, and can also clearly explain the subject. You need to have a high degree of knowledge of Python. This will be ongoing with schedule meet ups during the weeks, I am flexible but you need to be consistent with attendance. Send me a message describing why you think you are the best candidate for the job. less","R, Scikit-Learn, TensorFlow, Python, CSS,   ",NA,"$1k+ ","4.80 Stars, based on 11 feedbacks","Australia",NA,4.8,11
"66","Web Scraper Needed","https://www.upwork.com/job/Web-Scraper-Needed_~01452092903dbafe7f/","Intermediate",25,2019-06-02,"I need someone to scrape a small website for us and deliver the results in CSV. Further details through message.","Scrapy, Talend Open Studio, html2text, Import.io,   ",NA,"$1k+ ","5.00 Stars, based on 4 feedbacks","United Kingdom",NA,5,4
"67","Need a Data scientist with strong knowledge and need to explain two real time projects.","https://www.upwork.com/job/Need-Data-scientist-with-strong-knowledge-and-need-explain-two-real-time-projects_~01e0bddab85681ab78/","Expert",120,2019-06-01,"Hello everyone, I want a Data scientist who can explain two real time projects clearly and step by step.","R, Python, Data Analytics, Data Science, Machine Learning, Statistics",NA,"$0 ","No feedback yet","India",NA,NA,NA
"68","Consultancy for ML and NLP in R","https://www.upwork.com/job/Consultancy-for-and-NLP_~018976586a07a45942/","Intermediate",100,2019-06-01,"Seeking an expert in ML and NLP to provide some consultancy around the requirements and options for a small project that will classify some email content into different groups/topics.","Machine Learning, Natural Language Processing, R",2,"$9k+ ","4.99 Stars, based on 18 feedbacks","Australia",NA,4.99,18
"69","Processing hundreds of agencies payroll data for a public database","https://www.upwork.com/job/Processing-hundreds-agencies-payroll-data-for-public-database_~01c597d0d36b8d77d8/","Expert",NA,2019-06-01,"This project will require processing the payroll data of 930+ public agencies in Illinois, including cities, townships, counties, fire protection districts, parks, schools and more. The data will be combined into a single CSV including agency, first ... more","Accounting, Data Entry, Microsoft Excel, Python, R, SQL",3,"$0 ","No feedback yet","United States",NA,NA,NA
"70","Data Engineer (Come build cool stuff with our R&D team, it's like an ongoing hack-a-thon)","https://www.upwork.com/job/Data-Engineer-Come-build-cool-stuff-with-our-amp-team-like-ongoing-hack-thon_~015921b2dbc1f0cbea/","Expert",NA,2019-05-31,"THE COMPANY: BRAINJOLT (brainjoltmedia.com) What makes us different… We run one of the top 20 mobile websites in the USA, according to Quantcast (22words.com) Fully remote, we measure what matters and prioritize RESULTS over where you work #beatyesterday is our mantra… we optimize incrementally so we’re always beating our own records We’re scrappy doers who love getting into the weeds to solve problems… Titles don’t matter. Results and drive do. Everyone is a chief problem solver at Brainjolt Bureaucracy is bulls&*t. We don’t like red tape. We prefer to work biased to action, led by data We don’t take ourselves too seriously, but we enjoy playing the game and being on the journey THE OPPORTUNITY: DATA ENGINEER We are in need of a full stack developer who loves to design, build, and iterate web-based software for massive audiences. We’re looking for a thought-partner who is also a data-geek. Someone who loves puzzling over hard problems, and making them elegantly simple. You’ll help us scale the infrastructure that powers some of the largest websites in the USA, working cross-functionally with data analysts, marketers, and growth hackers. We work as a team, which means we’re all radical owners of the outcome. And, there’s a lot of emojis and laughter along the way. The impact of this role is going to be huge… Specifically… Work in our R&D division, Labs, doing whatever comes up (think of Labs like an on-going hack-a-thon…) Build cool, new things Automate and iterate on our code base that powers our data and marketing efforts Have comfort working with amorphous problems that might not have straightforward solutions (specifically with data) Build MVPs for internal tools, largely using Python (R would work, but we work mainly in Python) Work lean, fast, and iteratively while remaining curious, open, and flexible to deliver tools, scripts, and process improvement that will change our code base (and the company’s future) Tech Stack… Languages: Python, R, JavaScript Server: Amazon EC2, Apache Database: MySQL Caching: Redis, Varnish, Cloudflare Adstack: Doubleclick for Publishers (DFP), Prebid.js Deployments: AWS OpsWorks with Chef Version control: GitHub REQUIREMENTS/QUALIFICATIONS/ATTRIBUTES EDUCATION: Bachelor’s Degree (or equivalent) EXPERIENCE: 1-2 years Proven working experience in web programming Top-notch programming skills and in-depth knowledge of Python Familiarity with data sets and thinking data-first A solid understanding of how web applications work including security, session management, and best development practices Adequate knowledge of relational database systems, Object Oriented Programming and web application development Hands-on experience with network diagnostics, network analytics tools Basic knowledge of Search Engine Optimization process Experience in common third-party APIs (Google, Facebook, Ebay etc.) Aggressive problem diagnosis and creative problem solving skills Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques. A love of working in a fast paced environment Self-starter, avid problem solver, energetic go-getter EXPECTATIONS Keep it Clean: you write “clean,” well-designed code that is testable. Roadmapping: you produce detailed, specific development plans. Team Player: you contribute in all phases of the development lifecycle, while interfacing with teams across the company to lead our development efforts. You Love to Test: you know that testing is the foundation of successful growth. You know not only HOW to test, but also WHAT to test. Yes, we test our content! Growth Mindset: From learning new skills to pioneering new strategies, you’re always looking to grow. less","Informatica, ETL Pipelines, Python, R",NA,"$6k+ ","4.77 Stars, based on 4 feedbacks","United States",NA,4.77,4
"71","Full Stack Developer (Come build cool stuff with our R&D team, it's like an ongoing hack-a-thon)","https://www.upwork.com/job/Full-Stack-Developer-Come-build-cool-stuff-with-our-amp-team-like-ongoing-hack-thon_~01866a28865da7e133/","Expert",NA,2019-05-31,"THE COMPANY: BRAINJOLT (brainjoltmedia.com) What makes us different… We run one of the top 20 mobile websites in the USA, according to Quantcast (22words.com) Fully remote, we measure what matters and prioritize RESULTS over where you work #beatyesterday is our mantra… we optimize incrementally so we’re always beating our own records We’re scrappy doers who love getting into the weeds to solve problems… Titles don’t matter. Results and drive do. Everyone is a chief problem solver at Brainjolt Bureaucracy is bulls&*t. We don’t like red tape. We prefer to work biased to action, led by data We don’t take ourselves too seriously, but we enjoy playing the game and being on the journey THE OPPORTUNITY: FULL STACK DEVELOPER We are in need of a full stack developer who loves to design, build, and iterate web-based software for massive audiences. We’re looking for a thought-partner who is also a data-geek. Someone who loves puzzling over hard problems, and making them elegantly simple. You’ll help us scale the infrastructure that powers some of the largest websites in the USA, working cross-functionally with data analysts, marketers, and growth hackers. We work as a team, which means we’re all radical owners of the outcome. And, there’s a lot of emojis and laughter along the way. The impact of this role is going to be huge… Specifically… Work in our R&D division, Labs, doing whatever comes up (think of Labs like an on-going hack-a-thon…) Build cool, new things Automate and iterate on our code base that powers our data and marketing efforts Have comfort working with amorphous problems that might not have straightforward solutions (specifically with data) Build MVPs for internal tools, largely using Python (R would work, but we work mainly in Python) Work lean, fast, and iteratively while remaining curious, open, and flexible to deliver tools, scripts, and process improvement that will change our code base (and the company’s future) Tech Stack… Languages: Python, R, JavaScript Server: Amazon EC2, Apache Database: MySQL Caching: Redis, Varnish, Cloudflare Adstack: Doubleclick for Publishers (DFP), Prebid.js Deployments: AWS OpsWorks with Chef Version control: GitHub REQUIREMENTS/QUALIFICATIONS/ATTRIBUTES EDUCATION: Bachelor’s Degree (or equivalent) EXPERIENCE: 1-2 years Proven working experience in web programming Top-notch programming skills and in-depth knowledge of Python Familiarity with data sets and thinking data-first A solid understanding of how web applications work including security, session management, and best development practices Adequate knowledge of relational database systems, Object Oriented Programming and web application development Hands-on experience with network diagnostics, network analytics tools Basic knowledge of Search Engine Optimization process Experience in common third-party APIs (Google, Facebook, Ebay etc.) Aggressive problem diagnosis and creative problem solving skills Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen Ability to work and thrive in a fast-paced environment, learn rapidly and master diverse web technologies and techniques. A love of working in a fast paced environment Self-starter, avid problem solver, energetic go-getter EXPECTATIONS Keep it Clean: you write “clean,” well-designed code that is testable. Roadmapping: you produce detailed, specific development plans. Team Player: you contribute in all phases of the development lifecycle, while interfacing with teams across the company to lead our development efforts. You Love to Test: you know that testing is the foundation of successful growth. You know not only HOW to test, but also WHAT to test. Yes, we test our content! Growth Mindset: From learning new skills to pioneering new strategies, you’re always looking to grow. less","API, API Integration, Database Architecture, Amazon Web Services,  ",NA,"$6k+ ","4.77 Stars, based on 4 feedbacks","United States",NA,4.77,4
"72","VECM task","https://www.upwork.com/job/VECM-task_~019eb377010b2c897c/","Intermediate",NA,2019-05-31,"Hi..testing for cointegration when series have multiple structural breaks and then fitting the VECM modela and finally forecasting a economic series. More details to be shared later.","Econometrics, Economics, MATLAB, R, Stata, ",NA,"$4k+ ","4.56 Stars, based on 9 feedbacks","United States",NA,4.56,9
"73","Data Analysis using R","https://www.upwork.com/job/Data-Analysis-using_~0144236618ed900246/","Intermediate",90,2019-05-31,"Have to select a dataset, come up with a question to answer and do analysis in R. Do data wrangling, exploration/visuals, draw a conclusion. Details: -Create 2 charts exploring the data with respect to the prediction variable (label) -Create a hypothesis and perform a t.test to reject or fail to reject your hypothesis. -Split the data into training set and testing set for each model and wrangle the data as desired. -Create 2 prediction models of your chosen type (regression | classification), with at least one multivariate model including visualizing the results of each model. -Compare the performance of your models -Include a written analysis of your prediction referencing using data to support your conclusions. All codes should run in R. Nothing complicated. Throw a few simple simple slides to summarize the assignment that can be presented: 1. Situation or problem statement: describe what the situation is, what you are trying to figure out and why. 2. Key Question(s): Describe the key question(s) in terms of the variable your team selected to spotlight. 3. Data Source(s): Provide a full description of where the data comes from. (Can use https://archive.ics.uci.edu/ml/datasets.php (Links to an external site.)Links to an external site. OR https://toolbox.google.com/datasetsearch (Links to an external site.)Links to an external site.) 4. Data Wrangling: What you did to organize the data: · Removed columns, Converted columns, Transform data: gather(); summarize(); distinct(); sort(); and any changes needed to prepare for model training 5. Data Exploration/ Visuals: Provide a few of the visuals you used to explore the data. 6. Conclusions: Describe the final solution that answers the key questions, including the accuracy of at least two prediction models. less","R, Data Analytics, Machine Learning,   ",NA,"$100+ ","4.77 Stars, based on 2 feedbacks","United States",NA,4.77,2
"74","Day trading analyst","https://www.upwork.com/job/Day-trading-analyst_~01c477a9fdc71a5042/","Entrylevel",NA,2019-05-31,"I'm developing a day trading ES/NQ mini futures algorithm. I plan on using this algorithm with my funds and licensing the algorithm. I require a trading analyst with expertise performing chart analysis, in particular analysis of entries, exits, momentum and day type (range, trend, reversal). Ideal if this candidate has experience trading the ES mini futures market. less","Microsoft Excel, R, Python, Algorithm Development, ",NA,"$30k+ ","4.98 Stars, based on 19 feedbacks","Canada",NA,4.98,19
"75","Causal methods for analysis of longitudinal data","https://www.upwork.com/job/Causal-methods-for-analysis-longitudinal-data_~01c99ba8928eb6ce47/","Intermediate",NA,2019-05-31,"R code that conducts requested analysis along with output","Data Analytics, Data Science, R, Statistics",NA,"$80 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"76","Develop complexe Power BI Dashboards and Reports based on MYSQL Database","https://www.upwork.com/job/Develop-complexe-Power-Dashboards-and-Reports-based-MYSQL-Database_~0171c3d2ef175eb57e/","Intermediate",NA,2019-05-31,"I'm lloking for developers that have good skills in Microsoft PowerBi and MYSQL. My data visualization should be with PowerBi, but most of the queries to compose the data should be in MYSQL database to reduce the performance need of PowerBI. The developers job is: - Understand the concept of ""user stories"" - Follow functional specifications on what data to be extracted, how to aggregate them and suggestions on visuals (user story) - Build views and procedures to calculate/pre-aggregate data right in mysql - Build reports of 5-10 visuals that show data from different perspectives Mimimum requirements for developers - Have worked in PowerBI and MYSQL (credentials requested) - Have a sense for grafical good look - Can follow user stories - Work based on his/her own effort estimations - Stick to effort and time agreements Volume/Style of work - This project is a pilot of one-two dashboard. If sucessful, we continue on more dashboards - The job will be broken down to smaller work packages. Each work page will need to be approved before started - Payment will be by the hour but based on developers estimate of the work package less","R, PowerBI, Business Intelligence, Data Analytics, Data Visualization, ",NA,"$400+ ","5.00 Stars, based on 1 feedback","Germany",NA,5,1
"77","Advertisement + Marketing Manager for Software Product","https://www.upwork.com/job/Advertisement-Marketing-Manager-for-Software-Product_~01519266e6effd3ec2/","Intermediate",NA,2019-05-31,"IMPL Ventures is looking for an advertisement and marketing manager for MUL8R MUL8R: * MUL8R is a software development tool that allows developers to 1. Save commonly used and or tedious commands into a GUI and then 2. Click on those scripts to execute on the terminal * The target customer for MUL8R is software developers in the beginner-intermediate skill range, who are unfamiliar with scripting * MUL8R solves the problem of ""scripting"" being tedious, laborious, painstaking and time consuming * MUL8R is designed to automate many of the above problems by providing a graphical user interface that is simple, easy to use, and aesthetically pleasing * Competition includes: PowerShell and Bash Job Requirements: * The most important aspects of this job are as follows: * 1. Come up with high level marketing, advertising, and growth strategies and tactics for MUL8R * 2. Execute upon those marketing, advertising, and growth strategies * 3. Develop a deep understanding of the MUL8R customers and target customers * Common jobs may include but are not limited to: Twitter + Instagram Growth Hacking, Facebook + GoogleAds + LinkedIn Advertising, Creating demo pages on sites such as ProductHunt, * KPI's include but are not limited to: website traffic, downloads of MUL8R, subscriptions to MUL8R, followers on Social Media, Cost per click, etc. Other Details: * IMPL Ventures is a startup so there will be a high emphasis on building and testing strategies in a quick and effective manner * Please Google MUL8R and IMPL Ventures in order to understand the product and company * Current website is not up and is under some reconstruction * NOTE: If you contact me through my website or LinkedIn, you will NOT be considered for the job and I wilL REPORT YOU to Upwork as this behavior is AGAINST THE UPWORK POLICY less","Ad Servers, Campaign Management,  ",2,"$1k+ ","4.98 Stars, based on 13 feedbacks","United States",NA,4.98,13
"78","As described: Document/data processing from a photo.","https://www.upwork.com/job/described-Document-data-processing-from-photo_~01b51ecf1b810feec8/","Expert",500,2019-05-31,"Deliverable: Code capable to visually recognize words from a photo. Not hand written, digital words printed in a paper. The type of Freelancer I am looking for is a person capable to efficiently deliver good quality product, which captures fastly the requirement and then execute it accurately. This person shall be capable to code R, Python, C++..or any platform that allow this idea to be deployed. less","C++, Deep Learning, Machine Learning, Neural Networks,  ",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"79","answering R related questions","https://www.upwork.com/job/answering-related-questions_~01bf7a50283dc946a4/","Entrylevel",70,2019-05-31,"Need these questions answered carefully and using R techniques. related to a bigger project.","R, Python, Data Analytics, Data Science,  ",NA,"$30 ","3.05 Stars, based on 1 feedback","Australia",NA,3.05,1
"80","Teach me how to apply ML-methods to Conversion Rate Optimisation process","https://www.upwork.com/job/Teach-how-apply-methods-Conversion-Rate-Optimisation-process_~01efe31d666aac8e0b/","Intermediate",300,2019-05-30,"Hi there! I work in e-commerce business as a mid-level analyst. In my checkout funnel, I have only 40% of people converting from the registration form to the payment page. 1. I need someone who will demonstrate and explain how to identify the most important metrics influencing CR from one page to another through the application of statistics and ML. 2. This person will guide me through the process of defining metrics starting from identifying necessary steps and validating if I followed your instructions correctly. To be more specific, I would love to work with someone who: - Will explain the whole algorithm of drafting hypotheses via ML (i.e. why are we using this or that model, how to define what variables have to be included, how to draft hypothesis and validate potential benefit). - Will plan steps required to get to the result. - Instruct me on steps required to be done. - Will get through every step of the process with me. This type of task is a hybrid of practical and teaching job. My expectation from you is to be patient with explanation, being able to explain the process in great detail, have knowledge of statistics and R (as I am more proficient with R rather than Python). Please avoid making comments that I am a newbie trying to figure things out. I know that but at least I am working hard to make my way and expand my skillset. less","Google Analytics, Optimizely, Google Experiments, Algebra, ",NA,"$100+ ","4.92 Stars, based on 3 feedbacks","Australia",NA,4.92,3
"81","SAS coding knowledge needed for analyzing data.","https://www.upwork.com/job/SAS-coding-knowledge-needed-for-analyzing-data_~01c1e11944bf6e6157/","Intermediate",50,2019-05-30,"Need this data merged by participant ID and run ANOVA and p-test on variables.","Microsoft Excel, SAS, R, Statistics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"82","GIS expert needed with Atlas Development experience using R with ggplot2","https://www.upwork.com/job/GIS-expert-needed-with-Atlas-Development-experience-using-with-ggplot2_~016f755c617ebb56f0/","Intermediate",100,2019-05-30,"- Develop Atlas using R with ggplot2 - Data Expert , GIS Expert, Atlas Expert","Ggplot2, R, ArcGIS, Data Analytics, Geographic Information System (GIS",NA,"$0 ","No feedback yet","Nigeria",NA,NA,NA
"83","Senior Data Engineer, Analytics SAAS product company","https://www.upwork.com/job/Senior-Data-Engineer-Analytics-SAAS-product-company_~01f79d856373aacc6d/","Intermediate",NA,2019-05-30,"Hi, We have many projects going on involving python, SQL and sometimes R and different API's like Google Analytics API, FB API etc. We help clients understand better their marketing performance and improve it with the help of attribution modelling. We are looking for a a senior developer who knows Python, R, SQL, bash, etc. to join our team for the long term. You should be able to understand the big picture, but also be familiar with statistics and familiar with good programming practices and all the usual command line tools. You should also be familiar with regression and logistic regression. We all work closely with our clients and develop our product for the long term. BR, Niklas less","Python, Data Science, Machine Learning, R, SQL, ",2,"$200k+ ","4.64 Stars, based on 109 feedbacks","Estonia",NA,4.64,109
"84","R expert required for ad hoc data work & dashboard creation","https://www.upwork.com/job/expert-required-for-hoc-data-work-amp-dashboard-creation_~015f80a8dbf00320a4/","Entrylevel",NA,2019-05-30,"We are a national trade body, looking for an expert in R coding for support. Examples of tasks: Pulling and restructuring data from spreadsheets Supporting in the creation of a dashboard","Administrative Support, Data Entry, Microsoft Excel, R",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"85","Data Mining from TXT Document - Rstudio Preferred","https://www.upwork.com/job/Data-Mining-from-TXT-Document-Rstudio-Preferred_~01d547c5a7a894e090/","Intermediate",25,2019-05-30,"The freelancer is required to create a program (preferable in R language) that will extract data from a specific TXT document to Excel Sheet. Based on the information attached in the Instruction PDF.","R, Tableau Software, Excel VBA, Microsoft Excel",NA,"$100+ ","5.00 Stars, based on 4 feedbacks","Qatar",NA,5,4
"86","Data Specialist/Engineer Needed For Database Integration and Predictive Modelling","https://www.upwork.com/job/Data-Specialist-Engineer-Needed-For-Database-Integration-and-Predictive-Modelling_~01129ab83bda8d7b8d/","Intermediate",NA,2019-05-30,"The dual goal of the project is to enhance the Company's investor database, which comprises of different lists and phone conversation metrics and build an integrated predictive modelling system in order to improve the lead generation conversions from the investor database. To describe the goals separately: first; Building a centralized database system to have an integrated a data engine that connects all the data points and outcomes for investor lists as well as web scraping outcomes. second; Building an integrating a predictive model to gauge the conversion probability of individual contacts in the database. Anticipated Scope of Work: Initially scoping the data needs and specifications for the project while wrapping things into a working but basic application prototype. This portion of the project will be primarily devoted to integrating the data lists, sources, historical conversations stats into a central database organized in an optimum way (as the current state of the database need cleaning). Integrating the central database with web scraping tools. Predictive model building by using the historical stats to predict cases going forward, enhancing the model with web scraping outcomes, and integrated this sort of predictive model utility into the integrated database. Working on the features of the predictive model including: - Science based statistical modelling using linear, decision tree or deep learning models. - Seemless integrating into the overall scoring SQL, MySQL, Python/R skills are anticipated and detailed project briefs will be provided. less","Data Analytics, Data Science, MySQL Programming, R, SQL, Statistics",NA,"$5k+ ","5.00 Stars, based on 6 feedbacks","United Kingdom",NA,5,6
"87","Statistician / econometrician needed for further analyses using results from regression models","https://www.upwork.com/job/Statistician-econometrician-needed-for-further-analyses-using-results-from-regression-models_~01d66386f0f690e0ff/","Expert",200,2019-05-30,"The deliverable for this job includes the following: (1) the conversion of results from an instrumental variable analysis and a multinomial logistic regression (with interaction terms) into marginal effects (ME) and/or predicted probabilities (PP); ... more","Data Analytics, Quantitative Analysis, R, Statistics",NA,"$0 ","No feedback yet","United Arab Emirates",NA,NA,NA
